gyro_x,gyro_y,gyro_z,label
-0.30,-0.07,0.22,forward
-0.25,-0.02,0.31,forward
-0.20,-0.00,0.04,forward
-0.18,0.06,0.01,forward
-0.25,0.03,0.04,forward
-0.20,0.05,-0.22,forward
-0.22,0.03,-0.25,forward
-0.25,0.05,0.13,forward
-0.19,0.03,0.12,forward
-0.14,0.07,0.02,forward
-0.15,0.00,-0.13,forward
-0.27,0.07,-0.07,forward
-0.25,0.04,-0.08,forward
-0.24,0.00,0.26,forward
-0.74,0.07,0.42,forward
